Cat,Name,Smiles
S9022,20S-Ginsenoside Rg3,CC(C)=CCCC(C)(O)C1CCC2(C)C1C(O)CC3C4(C)CCC(OC5OC(CO)C(O)C(O)C5OC6OC(CO)C(O)C(O)C6O)C(C)(C)C4CCC23C
S9026,Hastatoside,COC(=O)C1=COC(OC2OC(CO)C(O)C(O)C2O)C3C(C)CC(=O)C13O
S9031,Gambogenic acid,CC(C)=CCC/C(C)=C/CC1=C(O)C2=C(OC34C5CC(C=C3C2=O)C(=O)C4(C\C=C(\C)C(O)=O)OC5(C)C)C(=C1O)CC=C(C)C
S9032,Sanguinarine,C[N+]1=CC2=C3OCOC3=CC=C2C4=C1C5=CC6=C(OCO6)C=C5C=C4
S9033,Incensole acetate,CC(C)C12CCC(C)(O1)C(CC/C(=C/CC\C(=C\C2)C)C)OC(C)=O
S9034,Isochlorogenic acid C,OC1CC(O)(CC(OC(=O)\C=C\C2=CC=C(O)C(=C2)O)C1OC(=O)\C=C\C3=CC=C(O)C(=C3)O)C(O)=O
S9035,Isovitexin,OCC1OC(C(O)C(O)C1O)C2=C(O)C3=C(OC(=CC3=O)C4=CC=C(O)C=C4)C=C2O
S9036,(20R)Ginsenoside Rh2,CC(C)=CCCC(C)(O)C1CCC2(C)C1C(O)CC3C4(C)CCC(OC5OC(CO)C(O)C(O)C5O)C(C)(C)C4CCC23C
S9038,Calycosin,COC1=C(O)C=C(C=C1)C2=COC3=C(C=CC(=C3)O)C2=O
S9040,Maslinic acid,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CC(O)C(O)C(C)(C)C5CCC34C)C2C1)C(O)=O
S9041,Corosolic acid,CC1CCC2(CCC3(C)C(=CCC4C5(C)CC(O)C(O)C(C)(C)C5CCC34C)C2C1C)C(O)=O
S9042,Wedelolactone,COC1=CC2=C(C(=C1)O)C3=C(C(=O)O2)C4=C(O3)C=C(O)C(=C4)O
S9043,6-Shogaol,CCCCC/C=C/C(=O)CCC1=CC=C(O)C(=C1)OC
S9046,Berberine,COC1=C(OC)C2=C(C=C1)C=C3C4=C(CC[N+]3=C2)C=C5OCOC5=C4
S9047,Leonurine Hydrochloride,Cl.COC1=C(O)C(=CC(=C1)C(=O)OCCCCNC(N)=N)OC
S9048,(+)-Gallocatechin,OC1CC2=C(OC1C3=CC(=C(O)C(=C3)O)O)C=C(O)C=C2O
S9052,Auraptene,CC(C)=CCC/C(C)=C/COC1=CC2=C(C=CC(=O)O2)C=C1
S9055,Salvianolic acid A,OC(=O)C(CC1=CC(=C(O)C=C1)O)OC(=O)\C=C\C2=C(/C=C/C3=CC(=C(O)C=C3)O)C(=C(O)C=C2)O
S9057,Sinigrin,[K+].OCC1OC(S\C(CC=C)=N\O[S]([O-])(=O)=O)C(O)C(O)C1O
S9058,Gallocatechin gallate,OC1=CC2=C(CC(OC(=O)C3=CC(=C(O)C(=C3)O)O)C(O2)C4=CC(=C(O)C(=C4)O)O)C(=C1)O
S9059,4'-O-Glucosylvitexin,OCC1OC(OC2=CC=C(C=C2)C3=CC(=O)C4=C(O3)C(=C(O)C=C4O)C5OC(CO)C(O)C(O)C5O)C(O)C(O)C1O
S9061,Hydroxy safflor yellow A,OCC1OC(C(O)C(O)C1O)C2=C(O)C(O)(C3OC(CO)C(O)C(O)C3O)C(=C(C(=O)\C=C\C4=CC=C(O)C=C4)C2=O)O
S9064,Trilobatin,OCC1OC(OC2=CC(=C(C(=O)CCC3=CC=C(O)C=C3)C(=C2)O)O)C(O)C(O)C1O
S9070,Isoxanthohumol,COC1=CC(=C(CC=C(C)C)C2=C1C(=O)CC(O2)C3=CC=C(O)C=C3)O
S9071,Nootkatone,CC1CC(=O)C=C2CCC(CC12C)C(C)=C
S9073,Lithospermoside,OCC1OC(OC\2C(O)C(O)C=CC2=C/C#N)C(O)C(O)C1O
S9076,Typhaneoside,COC1=CC(=CC=C1O)C2=C(OC3OC(COC4OC(C)C(O)C(O)C4O)C(O)C(O)C3OC5OC(C)C(O)C(O)C5O)C(=O)C6=C(O2)C=C(O)C=C6O
S9077,Plantamajoside,OCC1OC(OC2C(O)C(OCCC3=CC=C(O)C(=C3)O)OC(CO)C2OC(=O)\C=C\C4=CC=C(O)C(=C4)O)C(O)C(O)C1O
S9080,Anhydroicaritin,COC1=CC=C(C=C1)C2=C(O)C(=O)C3=C(O)C=C(O)C(=C3O2)CC=C(C)C
S9083,Rhapontin,COC1=C(O)C=C(C=C1)/C=C/C2=CC(=CC(=C2)O)OC3OC(CO)C(O)C(O)C3O
S9084,Rhoifolin,CC1OC(OC2C(O)C(O)C(CO)OC2OC3=CC4=C(C(=C3)O)C(=O)C=C(O4)C5=CC=C(O)C=C5)C(O)C(O)C1O
S9088,Calycosin-7-O-beta-D-glucoside,COC1=C(O)C=C(C=C1)C2=COC3=C(C=CC(=C3)OC4OC(CO)C(O)C(O)C4O)C2=O
S9089,Magnoflorine,COC1=C(O)C2=C(CC3C4=C2C(=C(OC)C=C4CC[N+]3(C)C)O)C=C1
S9090,Corilagin,OC1C2COC(=O)C3=CC(=C(O)C(=C3C4=C(C=C(O)C(=C4O)O)C(=O)OC1C(O)C(O2)OC(=O)C5=CC(=C(O)C(=C5)O)O)O)O
S9091,10-Gingerol,CCCCCCCCCC(O)CC(=O)CCC1=CC=C(O)C(=C1)OC
S9094,Pogostone,CC(C)CCC(=O)C1=C(O)C=C(C)OC1=O
S9095,Senegenin,CC1(C)CCC2(CCC3=C(C(CCl)CC4C5(C)CC(O)C(O)C(C)(C5CCC34C)C(O)=O)C2C1)C(O)=O
S9098,Dehydrodiisoeugenol,COC1=C(O)C=CC(=C1)C2OC3=C(C=C(\C=C\C)C=C3OC)C2C
S9099,Orientin,OCC1OC(C(O)C(O)C1O)C2=C(O)C=C(O)C3=C2OC(=CC3=O)C4=CC(=C(O)C=C4)O
S9106,Eleutheroside E,COC1=C(OC2OC(CO)C(O)C(O)C2O)C(=CC(=C1)C3OCC4C3COC4C5=CC(=C(OC6OC(CO)C(O)C(O)C6O)C(=C5)OC)OC)OC
S9107,Glycitein,COC1=CC2=C(OC=C(C2=O)C3=CC=C(O)C=C3)C=C1O
S9108,Timosaponin A3,CC1CCC2(OC1)OC3CC4C5CCC6CC(CCC6(C)C5CCC4(C)C3C2C)OC7OC(CO)C(O)C(O)C7OC8OC(CO)C(O)C(O)C8O
S9112,Kaempferitrin,CC1OC(OC2=CC3=C(C(=C2)O)C(=O)C(=C(O3)C4=CC=C(O)C=C4)OC5OC(C)C(O)C(O)C5O)C(O)C(O)C1O
S9113,Ononin,COC1=CC=C(C=C1)C2=COC3=C(C=CC(=C3)OC4OC(CO)C(O)C(O)C4O)C2=O
S9115,Wogonoside,COC1=C(OC2OC(C(O)C(O)C2O)C(O)=O)C=C(O)C3=C1OC(=CC3=O)C4=CC=CC=C4
S9120,Scutellarein,OC1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=C(O)C(=C3O)O
S9121,Irigenin,COC1=C(OC)C(=CC(=C1)C2=COC3=CC(=C(OC)C(=C3C2=O)O)O)O
S9122,Tectorigenin,COC1=C(O)C2=C(OC=C(C2=O)C3=CC=C(O)C=C3)C=C1O
S9125,Apigetrin,OCC1OC(OC2=CC3=C(C(=C2)O)C(=O)C=C(O3)C4=CC=C(O)C=C4)C(O)C(O)C1O
S9126,Schizandrol B,COC1=CC2=C(C(=C1OC)OC)C3=C(CC(C)C(C)(O)C2)C=C4OCOC4=C3OC
S9127,Carnosol,CC(C)C1=CC2=C(C(=C1O)O)C34CCCC(C)(C)C3CC2OC4=O
S9129,20(S)-Ginsenoside Rh1,CC(C)=CCCC(C)(O)C1CCC2(C)C1C(O)CC3C4(C)CCC(O)C(C)(C)C4C(CC23C)OC5OC(CO)C(O)C(O)C5O
S9134,Spinosin,COC1=CC2=C(C(=C1C3OC(CO)C(O)C(O)C3OC4OC(CO)C(O)C(O)C4O)O)C(=O)C=C(O2)C5=CC=C(O)C=C5
S9136,Neochlorogenic acid,OC1CC(O)(CC(OC(=O)\C=C\C2=CC=C(O)C(=C2)O)C1O)C(O)=O
S9139,5-Methyl-7-methoxyisoflavone,COC1=CC2=C(C(=C1)C)C(=O)C(=CO2)C3=CC=CC=C3
S9146,Anwuligan,COC1=C(O)C=CC(=C1)CC(C)C(C)CC2=CC3=C(OCO3)C=C2
S9152,Epiberberine,COC1=C(OC)C=C2C(=C1)CC[N+]3=C2C=C4C=CC5=C(OCO5)C4=C3
S9155,Aurantio-obtusin,COC1=C(O)C2=C(C=C1O)C(=O)C3=C(C2=O)C(=C(O)C(=C3)C)OC
S9163,Rhapontigenin,COC1=CC=C(/C=C/C2=CC(=CC(=C2)O)O)C=C1O
S9170,Engeletin,CC1OC(OC2C(OC3=C(C(=CC(=C3)O)O)C2=O)C4=CC=C(O)C=C4)C(O)C(O)C1O
S9172,Phellodendrine,COC1=C(O)C=C2C3CC4=C(C[N+]3(C)CCC2=C1)C=C(OC)C(=C4)O
S9173,Sec-O-Glucosylhamaudol,CC1=CC(=O)C2=C(O)C3=C(OC(C)(C)C(C3)OC4OC(CO)C(O)C(O)C4O)C=C2O1
S9174,Xanthotoxol,OC1=C2OC(=O)C=CC2=CC3=C1OC=C3
S9178,Sinapine thiocyanate,COC1=CC(=CC(=C1O)OC)/C=C/C(=O)OCC[N+](C)(C)C.[S-]C#N
S9180,Tussilagone,CC/C(C)=C/C(=O)OC1CC(C(C)C)C2C(CC(=O)C2C(C)OC(C)=O)C1=C
S9184,Forsythoside B,CC1OC(OC2C(O)C(OCCC3=CC=C(O)C(=C3)O)OC(COC4OCC(O)(CO)C4O)C2OC(=O)/C=C/C5=CC(=C(O)C=C5)O)C(O)C(O)C1O
S9189,Oroxin A,OCC1OC(OC2=CC3=C(C(=O)C=C(O3)C4=CC=CC=C4)C(=C2O)O)C(O)C(O)C1O
S9190,Oroxin B,OCC1OC(OCC2OC(OC3=C(O)C(=C4C(=O)C=C(OC4=C3)C5=CC=CC=C5)O)C(O)C(O)C2O)C(O)C(O)C1O
S9204,Oroxylin A,COC1=C(O)C2=C(OC(=CC2=O)C3=CC=CC=C3)C=C1O
S9205,Hydroxygenkwanin,COC1=CC2=C(C(=C1)O)C(=O)C=C(O2)C3=CC=C(O)C(=C3)O
S9211,Eriocitrin,CC1OC(OCC2OC(OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC=C(O)C(=C5)O)O)C(O)C(O)C2O)C(O)C(O)C1O
S9217,Complanatuside,COC1=CC2=C(C(=C1)O)C(=O)C(=C(O2)C3=CC=C(OC4OC(CO)C(O)C(O)C4O)C=C3)OC5OC(CO)C(O)C(O)C5O
S9221,Ferulaldehyde,COC1=CC(=CC=C1O)\C=C\C=O
S9225,Santalol,CC(\CO)=C/CCC1(C)C2CCC(C2)C1=C
S9227,Sinensetin,COC1=CC=C(C=C1OC)C2=CC(=O)C3=C(O2)C=C(OC)C(=C3OC)OC
S9228,Schisandrin C,COC1=C2OCOC2=CC3=C1C4=C(CC(C)C(C)C3)C=C5OCOC5=C4OC
S9230,Vaccarin,OCC1OC(OC2=CC=C(C=C2)C3=CC(=O)C4=C(O)C(=C(O)C=C4O3)C5OC(CO)C(O)C(O)C5OC6OCC(O)C(O)C6O)C(O)C(O)C1O
S9231,Schisanhenol,COC1=C(OC)C(=C2C(=C1)CC(C)C(C)CC3=CC(=C(OC)C(=C23)OC)OC)O
S9234,Schaftoside,OCC1OC(C(O)C(O)C1O)C2=C(O)C3=C(OC(=CC3=O)C4=CC=C(O)C=C4)C(=C2O)C5OCC(O)C(O)C5O
S9240,Isofraxidin,COC1=CC2=C(OC(=O)C=C2)C(=C1O)OC
S9242,Narirutin,CC1OC(OCC2OC(OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC=C(O)C=C5)O)C(O)C(O)C2O)C(O)C(O)C1O
S9243,Protosappanin B,OCC1(O)COC2=CC(=CC=C2C3=CC(=C(O)C=C3C1)O)O
S9250,Isosilybin,COC1=C(O)C=CC(=C1)C2OC3=C(OC2CO)C=C(C=C3)C4OC5=C(C(=CC(=C5)O)O)C(=O)C4O
S9255,Isoscopoletin,COC1=CC2=C(C=CC(=O)O2)C=C1O
S9256,Isobavachin,CC(C)=CCC1=C2OC(CC(=O)C2=CC=C1O)C3=CC=C(O)C=C3
S9259,Lithospermic acid,OC(=O)C(CC1=CC(=C(O)C=C1)O)OC(=O)/C=C/C2=CC=C(O)C3=C2C(C(O3)C4=CC(=C(O)C=C4)O)C(O)=O
S9260,Nodakenin,CC(C)(OC1OC(CO)C(O)C(O)C1O)C2CC3=CC4=C(OC(=O)C=C4)C=C3O2
S9267,Epimedin A,COC1=CC=C(C=C1)C2=C(OC3OC(C)C(O)C(O)C3OC4OC(CO)C(O)C(O)C4O)C(=O)C5=C(O)C=C(OC6OC(CO)C(O)C(O)C6O)C(=C5O2)CC=C(C)C
S9274,Isochlorogenic acid B,OC1CC(O)(CC(OC(=O)\C=C\C2=CC=C(O)C(=C2)O)C1OC(=O)\C=C\C3=CC=C(O)C(=C3)O)C(O)=O
S9280,Demethoxycurcumin,COC1=CC(=CC=C1O)\C=C\C(=O)CC(=O)\C=C\C2=CC=C(O)C=C2
S9282,Isochlorogenic acid A,OC1C(CC(O)(CC1OC(=O)\C=C\C2=CC=C(O)C(=C2)O)C(O)=O)OC(=O)\C=C\C3=CC(=C(O)C=C3)O
S9286,Neobavaisoflavone,CC(C)=CCC1=CC(=CC=C1O)C2=COC3=C(C=CC(=C3)O)C2=O
S9287,Genkwanin,COC1=CC2=C(C(=C1)O)C(=O)C=C(O2)C3=CC=C(O)C=C3
S9289,Astragalin,OCC1OC(OC2=C(OC3=C(C(=CC(=C3)O)O)C2=O)C4=CC=C(O)C=C4)C(O)C(O)C1O
S9293,Isoliquiritin,OCC1OC(OC2=CC=C(\C=C\C(=O)C3=C(O)C=C(O)C=C3)C=C2)C(O)C(O)C1O
S9297,Kirenol,CC1(CO)CC(O)CC2(C)C3CCC(C)(C=C3CCC12)C(O)CO
S9298,Corylin,CC1(C)OC2=CC=C(C=C2C=C1)C3=COC4=CC(=CC=C4C3=O)O
S9299,Ginsenoside F1,CC(C)=CCCC(C)(OC1OC(CO)C(O)C(O)C1O)C2CCC3(C)C2C(O)CC4C5(C)CCC(O)C(C)(C)C5C(O)CC34C
S9312,Cyanidin-3-O-glucoside chloride,[Cl-].OCC1OC(OC2=C([O+]=C3C=C(O)C=C(O)C3=C2)C4=CC(=C(O)C=C4)O)C(O)C(O)C1O
S9315,Praeruptorin A,C\C=C(C)/C(=O)OC1C(OC(C)=O)C2=C(OC1(C)C)C=CC3=C2OC(=O)C=C3
S9318,(20R)-Ginsenoside Rh1,CC(C)=CCCC(C)(O)C1CCC2(C)C1C(O)CC3C4(C)CCC(O)C(C)(C)C4C(CC23C)OC5OC(CO)C(O)C(O)C5O
S9319,Cryptochlorogenic acid,OC1CC(O)(CC(O)C1OC(=O)\C=C\C2=CC=C(O)C(=C2)O)C(O)=O
S9322,Neodiosmin,COC1=CC=C(C=C1O)C2=CC(=O)C3=C(O2)C=C(OC4OC(CO)C(O)C(O)C4OC5OC(C)C(O)C(O)C5O)C=C3O
S9328,"5,6,7-Trimethoxyflavone",COC1=CC2=C(C(=O)C=C(O2)C3=CC=CC=C3)C(=C1OC)OC
S9329,Orcinol,CC1=CC(=CC(=C1)O)O
S9338,Octyl gallate,CCCCCCCCOC(=O)C1=CC(=C(O)C(=C1)O)O
S9355,"2,4'-Dihydroxybenzophenone",OC1=CC=C(C=C1)C(=O)C2=CC=CC=C2O
S9375,2'-Hydroxyacetophenone,CC(=O)C1=CC=CC=C1O
S9378,"4',5-Dihydroxyflavone",OC1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=CC=C3O
S9380,"5,7-Dihydroxy-4-methylcoumarin",CC1=CC(=O)OC2=C1C(=CC(=C2)O)O
S9384,Sophocarpine Monohydrate,O.O=C1C=CCC2C3CCCN4CCCC(CN12)C34
S9387,Maackiain,OC1=CC2=C(C=C1)C3OC4=C(C=C5OCOC5=C4)C3CO2
S9397,Alliin,NC(C[S](=O)CC=C)C(O)=O
S9399,"1,2,3,4,6-O-Pentagalloylglucose",OC1=C(O)C(=CC(=C1)C(=O)OCC2OC(OC(=O)C3=CC(=C(O)C(=C3)O)O)C(OC(=O)C4=CC(=C(O)C(=C4)O)O)C(OC(=O)C5=CC(=C(O)C(=C5)O)O)C2OC(=O)C6=CC(=C(O)C(=C6)O)O)O
S9401,"3,6'-Disinapoyl sucrose",COC1=CC(=CC(=C1O)OC)\C=C\C(=O)OCC2OC(OC3(CO)OC(CO)C(O)C3OC(=O)/C=C/C4=CC(=C(O)C(=C4)OC)OC)C(O)C(O)C2O
S9402,(20R)-Protopanaxadiol,CC(C)=CCCC(C)(O)C1CCC2(C)C1C(O)CC3C4(C)CCC(O)C(C)(C)C4CCC23C
S9403,Ecliptasaponin A,CC1(C)CCC2(C(O)CC3(C)C(=CCC4C5(C)CCC(OC6OC(CO)C(O)C(O)C6O)C(C)(C)C5CCC34C)C2C1)C(O)=O
S9406,Sauchinone,CC1CC2C3C(C1C)C4=C(OC35OCOC5=CC2=O)C=C6OCOC6=C4
S9407,Angoroside C,COC1=CC=C(CCOC2OC(COC3OCC(O)C(O)C3O)C(OC(=O)/C=C/C4=CC=C(O)C(=C4)OC)C(OC5OC(C)C(O)C(O)C5O)C2O)C=C1O
S9409,Kavain,COC1=CC(=O)OC(C1)\C=C\C2=CC=CC=C2
S9411,Liensinine,COC1=CC2=C(C=C1OC)C(CC3=CC=C(O)C(=C3)OC4=CC5=C(CCN(C)C5CC6=CC=C(O)C=C6)C=C4OC)N(C)CC2
S9412,Flavokawain B,COC1=CC(=C(C(=C1)O)C(=O)\C=C\C2=CC=CC=C2)OC
S9417,Homoplantaginin,COC1=C(OC2OC(CO)C(O)C(O)C2O)C=C3OC(=CC(=O)C3=C1O)C4=CC=C(O)C=C4
S9418,Parishin B,OCC1OC(OC2=CC=C(COC(=O)CC(O)(CC(O)=O)C(=O)OCC3=CC=C(OC4OC(CO)C(O)C(O)C4O)C=C3)C=C2)C(O)C(O)C1O
S9421,Demethylnobiletin,COC1=CC=C(C=C1OC)C2=CC(=O)C3=C(O2)C(=C(OC)C(=C3O)OC)OC
S9423,Narcissoside,COC1=C(O)C=CC(=C1)C2=C(OC3OC(COC4OC(C)C(O)C(O)C4O)C(O)C(O)C3O)C(=O)C5=C(O)C=C(O)C=C5O2
S9425,Trifolirhizin,OCC1OC(OC2=CC3=C(C=C2)C4OC5=C(C=C6OCOC6=C5)C4CO3)C(O)C(O)C1O
S9428,Brazilin,OC1=CC2=C(C=C1)C3C4=CC(=C(O)C=C4CC3(O)CO2)O
S9432,Ginkgolic Acid,CCCCCC\C=C/CCCCCCCC1=CC=CC(=C1C(O)=O)O
S9434,8-Gingerol,CCCCCCCC(O)CC(=O)CCC1=CC=C(O)C(=C1)OC
S9437,Echinatin,COC1=CC(=CC=C1\C=C\C(=O)C2=CC=C(O)C=C2)O
S9438,Isosakuranetin,COC1=CC=C(C=C1)C2CC(=O)C3=C(O2)C=C(O)C=C3O
S9440,Naringenin chalcone,OC1=CC=C(C=C1)/C=C/C(=O)C2=C(O)C=C(O)C=C2O
S9441,Sibiricose A5,COC1=CC(=CC=C1O)/C=C/C(=O)OC2C(O)C(CO)OC2(CO)OC3OC(CO)C(O)C(O)C3O
S9442,Bergaptol,OC1=C2C=COC2=CC3=C1C=CC(=O)O3
S9443,Schisantherin B,COC1=C(OC)C(=C2C(=C1)C(OC(=O)\C(C)=C/C)C(C)(O)C(C)CC3=C2C(=C4OCOC4=C3)OC)OC
S9445,Ginkgolic Acid (C13:0),CCCCCCCCCCCCCC1=CC=CC(=C1C(O)=O)O
S9455,Isorhamnetin 3-O-neohesperoside,COC1=CC(=CC=C1O)C2=C(OC3OC(CO)C(O)C(O)C3OC4OC(C)C(O)C(O)C4O)C(=O)C5=C(O2)C=C(O)C=C5O
S9473,Nuzhenide,COC(=O)C1=COC(OC2OC(CO)C(O)C(O)C2O)\C(=C\C)C1CC(=O)OCC3OC(OCCC4=CC=C(O)C=C4)C(O)C(O)C3O
S9479,Complanatoside A,OCC1OC(OC2=C(O)C=C(C=C2O)C3=C(OC4OC(CO)C(O)C(O)C4O)C(=O)C5=C(O)C=C(O)C=C5O3)C(O)C(O)C1O
S9487,Praeruptorin C,C\C=C(C)/C(=O)OC1C(OC(=O)CC(C)C)C2=C(OC1(C)C)C=CC3=C2OC(=O)C=C3
S9491,(+)-Guaiacin,COC1=C(O)C=CC(=C1)C2C(C)C(C)CC3=C2C=C(O)C(=C3)OC
S9502,Madecassic acid,CC1CCC2(CCC3(C)C(=CCC4C5(C)CC(O)C(O)C(C)(CO)C5C(O)CC34C)C2C1C)C(O)=O
S9503,Fraxetin,COC1=CC2=C(OC(=O)C=C2)C(=C1O)O
S9514,Rotundic acid,CC1CCC2(CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(CO)C5CCC34C)C2C1(C)O)C(O)=O
S9552,Farrerol,CC1=C(O)C2=C(OC(CC2=O)C3=CC=C(O)C=C3)C(=C1O)C
S9557,Isobergapten,COC1=C2C=CC(=O)OC2=C3C=COC3=C1
S6648,PF-06282999,COC1=C(C=C(Cl)C=C1)C2=CC(=O)NC(=S)N2CC(N)=O
S6714,INH14,CCC1=CC=C(NC(=O)NC2=CC=CC=C2)C=C1
S8901,Taletrectinib (DS-6051b),CC(N)COC1=CC=C(C=C1)C2=CN=C3C=CC(=N[N]23)NC(C)C4=CC(=CC=C4)F.OC(=O)CCCCC(O)=O
S9024,3-O-Acetyl-11-keto-¦Â-boswellic acid (AKBA),CC1CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(OC(C)=O)C(C)(C5CCC34C)C(O)=O)C2C1C
S9050,Boldine,COC1=C(O)C=C2CC3N(C)CCC4=CC(=C(OC)C(=C34)C2=C1)O
S9053,Irisflorentin,COC1=CC(=CC(=C1OC)OC)C2=COC3=CC4=C(OCO4)C(=C3C2=O)OC
S9102,Magnolin,COC1=C(OC)C=C(C=C1)C2OCC3C2COC3C4=CC(=C(OC)C(=C4)OC)OC
S9110,Morin,OC1=CC(=C(C=C1)C2=C(O)C(=O)C3=C(O2)C=C(O)C=C3O)O
S9111,Isorhamnetin,COC1=C(O)C=CC(=C1)C2=C(O)C(=O)C3=C(O2)C=C(O)C=C3O
S9123,Eriodictyol,OC1=CC2=C(C(=O)CC(O2)C3=CC(=C(O)C=C3)O)C(=C1)O
S9183,Ruscogenin,CC1CCC2(OC1)OC3CC4C5CC=C6CC(O)CC(O)C6(C)C5CCC4(C)C3C2C
S9192,Vitexin,OCC1OC(C(O)C(O)C1O)C2=C(O)C=C(O)C3=C2OC(=CC3=O)C4=CC=C(O)C=C4
S9248,Homoorientin,OCC1OC(C(O)C(O)C1O)C2=C(O)C3=C(OC(=CC3=O)C4=CC(=C(O)C=C4)O)C=C2O
S9270,Dracohodin perochlorate,COC1=C(C)C(=CC2=C1C=CC(=[O+]2)C3=CC=CC=C3)O.[O-][Cl](=O)(=O)=O
S9285,Fargesin,COC1=CC=C(C=C1OC)C2OCC3C2COC3C4=CC5=C(OCO5)C=C4
S9288,Casticin,COC1=C(O)C=C(C=C1)C2=C(OC)C(=O)C3=C(O2)C=C(OC)C(=C3O)OC
S9294,Gelsemine,CN1CC2(C=C)C3CC4OCC3C1C2C45C(=O)NC6=CC=CC=C56
S6647,Bardoxolone,CC1(C)CCC2(CCC3(C)C(C2C1)C(=O)C=C4C5(C)C=C(C#N)C(=O)C(C)(C)C5CCC34C)C(O)=O
S9096,ligustroflavone,CC1OC(OCC2OC(OC3=CC(=C4C(=O)C=C(OC4=C3)C5=CC=C(O)C=C5)O)C(OC6OC(C)C(O)C(O)C6O)C(O)C2O)C(O)C(O)C1O
S9131,Punicalagin,OC1COC(=O)C2=CC(=C(O)C(=C2C3=C4C(=O)OC5=C(O)C(=C(C6=C5C4=C(OC6=O)C(=C3O)O)C7=C(C=C(O)C(=C7O)O)C(=O)OC1C8OC(=O)C9=CC(=C(O)C(=C9C%10=C(C=C(O)C(=C%10O)O)C(=O)OC8C=O)O)O)O)O)O
S9215,Pinoresinol diglucoside,COC1=CC(=CC=C1OC2OC(CO)C(O)C(O)C2O)C3OCC4C3COC4C5=CC=C(OC6OC(CO)C(O)C(O)C6O)C(=C5)OC
S9235,Didymin,COC1=CC=C(C=C1)C2CC(=O)C3=C(O2)C=C(OC4OC(COC5OC(C)C(O)C(O)C5O)C(O)C(O)C4O)C=C3O
S9290,Linarin,COC1=CC=C(C=C1)C2=CC(=O)C3=C(O)C=C(OC4OC(COC5OC(C)C(O)C(O)C5O)C(O)C(O)C4O)C=C3O2
S0788,ML 210,CC1=C(C(=NO1)C(=O)N2CCN(CC2)C(C3=CC=C(Cl)C=C3)C4=CC=C(Cl)C=C4)[N+]([O-])=O
S6790,Ellipticine hydrochloride,Cl.CC1=C2C=CN=CC2=C(C)C3=C1[NH]C4=CC=CC=C34
S8953,ASP4132,COC1=NC=C(CN2CCC(CC2)C3=CC=C4[NH]C(=NC4=C3)C(=O)N5CCN(CC5)CC6=CC=C(C=C6)C(F)(F)F)C=C1.CC7=CC=C(C=C7)[S](O)(=O)=O.CC8=CC=C(C=C8)[S](O)(=O)=O
S0018,Verdiperstat,CC(C)OCCN1C(=S)NC(=O)C2=C1C=C[NH]2
S0507,CBL0137,CC(C)NCC[N]1C2=C(C=C(C=C2)C(C)=O)C3=C1C=CC(=C3)C(C)=O
S0924,Pteryxin,C\C=C(C)/C(=O)OC1C(OC(C)=O)C(C)(C)OC2=C1C3=C(C=CC(=O)O3)C=C2
S3205,Perillaldehyde,CC(=C)C1CCC(=CC1)C=O
S3220,Trigonelline,C[N+]1=CC(=CC=C1)C([O-])=O
S3222,Raspberry ketone glucoside,CC(=O)CCC1=CC=C(OC2OC(CO)C(O)C(O)C2O)C=C1
S3235,Sinapine,COC1=C(O)C(=CC(=C1)\C=C\C(=O)OCC[N+](C)(C)C)OC
S3241,Loureirin A,COC1=CC=C(CCC(=O)C2=CC=C(O)C=C2)C(=C1)OC
S3242,Loureirin B,COC1=CC(=C(CCC(=O)C2=CC=C(O)C=C2)C(=C1)OC)OC
S3245,Nodakenetin,CC(C)(O)C1CC2=C(O1)C=C3OC(=O)C=CC3=C2
S3247,Icariside I,COC1=CC=C(C=C1)C2=C(O)C(=O)C3=C(O2)C(=C(OC4OC(CO)C(O)C(O)C4O)C=C3O)CC=C(C)C
S3254,Plantagoside,OCC1OC(OC2=CC(=CC(=C2O)O)C3CC(=O)C4=C(O)C=C(O)C=C4O3)C(O)C(O)C1O
S3255,Pectolinarigenin,COC1=CC=C(C=C1)C2=CC(=O)C3=C(O)C(=C(O)C=C3O2)OC
S3256,Tectochrysin,COC1=CC(=C2C(=O)C=C(OC2=C1)C3=CC=CC=C3)O
S3260,3'-hydroxy Puerarin,OCC1OC(C(O)C(O)C1O)C2=C(O)C=CC3=C2OC=C(C3=O)C4=CC(=C(O)C=C4)O
S3261,Myrislignan,COC1=C(O)C=CC(=C1)C(O)C(C)OC2=C(OC)C=C(CC=C)C=C2OC
S3262,Scopolin,COC1=CC2=C(OC(=O)C=C2)C=C1OC3OC(CO)C(O)C(O)C3O
S3265,9''-Methyl salvianolate B,COC(=O)C(CC1=CC(=C(O)C=C1)O)OC(=O)/C=C/C2=C3C(C(OC3=C(O)C=C2)C4=CC(=C(O)C=C4)O)C(=O)OC(CC5=CC(=C(O)C=C5)O)C(O)=O
